epoch,step,train_loss,val_loss
0,49,0.6596871018409729,
0,99,0.4423341155052185,
0,149,0.38571828603744507,
0,199,0.398674339056015,
0,249,0.3217056393623352,
0,299,0.3160141110420227,
0,349,0.30072230100631714,
0,351,,0.3118704557418823
1,399,0.2939218580722809,
1,449,0.23099887371063232,
1,499,0.2983938455581665,
1,549,0.2339642345905304,
1,599,0.2472945749759674,
1,649,0.21926282346248627,
1,699,0.21745634078979492,
1,703,,0.23613198101520538
2,749,0.21829165518283844,
2,799,0.2560752034187317,
2,849,0.18521396815776825,
2,899,0.20532964169979095,
2,949,0.18178841471672058,
2,999,0.1694563627243042,
2,1049,0.17589372396469116,
2,1055,,0.18817025423049927
3,1099,0.1838241070508957,
3,1149,0.14413656294345856,
3,1199,0.107651486992836,
3,1249,0.08610504120588303,
3,1299,0.14658772945404053,
3,1349,0.127401202917099,
3,1399,0.1333422213792801,
3,1407,,0.156312957406044
4,1449,0.1768781989812851,
4,1499,0.11422638595104218,
4,1549,0.16309908032417297,
4,1599,0.12220530956983566,
4,1649,0.08003786951303482,
4,1699,0.13430172204971313,
4,1749,0.08719558268785477,
4,1759,,0.14032740890979767
5,1799,0.1335785984992981,
5,1849,0.197893425822258,
5,1899,0.1332075148820877,
5,1949,0.07793131470680237,
5,1999,0.10775963962078094,
5,2049,0.14096254110336304,
5,2099,0.07372590899467468,
5,2111,,0.132419154047966
6,2149,0.10373648256063461,
6,2199,0.14162002503871918,
6,2249,0.11323712766170502,
6,2299,0.09365196526050568,
6,2349,0.14853070676326752,
6,2399,0.086424820125103,
6,2449,0.09764529764652252,
6,2463,,0.12865613400936127
7,2499,0.16490450501441956,
7,2549,0.08591422438621521,
7,2599,0.16849955916404724,
7,2649,0.0638277530670166,
7,2699,0.06246926635503769,
7,2749,0.1654823273420334,
7,2799,0.11040402203798294,
7,2815,,0.11789347976446152
8,2849,0.09383639693260193,
8,2899,0.12382248044013977,
8,2949,0.09541411697864532,
8,2999,0.1231616735458374,
8,3049,0.15388664603233337,
8,3099,0.07721636444330215,
8,3149,0.0801541730761528,
8,3167,,0.095808245241642
9,3199,0.10652437806129456,
9,3249,0.1642613410949707,
9,3299,0.15075889229774475,
9,3349,0.11835829168558121,
9,3399,0.04300263151526451,
9,3449,0.14914454519748688,
9,3499,0.1368287205696106,
9,3519,,0.10596595704555511
10,3549,0.06284385174512863,
10,3599,0.0752888098359108,
10,3649,0.0347549207508564,
10,3699,0.06255058944225311,
10,3749,0.13112442195415497,
10,3799,0.0860060602426529,
10,3849,0.13888859748840332,
10,3871,,0.10225270688533783
11,3899,0.15644094347953796,
11,3949,0.06291770935058594,
11,3999,0.09363038837909698,
11,4049,0.050317153334617615,
11,4099,0.09903749823570251,
11,4149,0.12843450903892517,
11,4199,0.11117060482501984,
11,4223,,0.10083355754613876
12,4249,0.07336810231208801,
12,4299,0.12614266574382782,
12,4349,0.12129203975200653,
12,4399,0.09731797873973846,
12,4449,0.14373360574245453,
12,4499,0.08924119174480438,
12,4549,0.08902985602617264,
12,4575,,0.10478010028600693
13,4599,0.12346910685300827,
13,4649,0.08079736679792404,
13,4699,0.08196154236793518,
13,4749,0.09432540833950043,
13,4799,0.056982506066560745,
13,4849,0.08236489444971085,
13,4899,0.04977409541606903,
13,4927,,0.09304813295602798
14,4949,0.07674232125282288,
14,4999,0.064664825797081,
14,5049,0.10451477766036987,
14,5099,0.09381547570228577,
14,5149,0.06877057254314423,
14,5199,0.1082938015460968,
14,5249,0.10763208568096161,
14,5279,,0.09668925404548645
15,5299,0.08110898733139038,
15,5349,0.098814457654953,
15,5399,0.04551318287849426,
15,5449,0.11247874796390533,
15,5499,0.09872803092002869,
15,5549,0.12311762571334839,
15,5599,0.08385994285345078,
15,5631,,0.0953567698597908
16,5649,0.07632077485322952,
16,5699,0.07555950433015823,
16,5749,0.03244243189692497,
16,5799,0.06501338630914688,
16,5849,0.092827208340168,
16,5899,0.07570765167474747,
16,5949,0.08007480204105377,
16,5983,,0.08159937709569931
17,5999,0.04821402579545975,
17,6049,0.07846863567829132,
17,6099,0.053899116814136505,
17,6149,0.07052762806415558,
17,6199,0.1126098707318306,
17,6249,0.07798141241073608,
17,6299,0.058153241872787476,
17,6335,,0.08445356786251068
18,6349,0.10641564428806305,
18,6399,0.06805742532014847,
18,6449,0.0940573513507843,
18,6499,0.09595754742622375,
18,6549,0.12611651420593262,
18,6599,0.1066814661026001,
18,6649,0.06420168280601501,
18,6687,,0.08945153653621674
19,6699,0.05581127852201462,
19,6749,0.09408829361200333,
19,6799,0.11099289357662201,
19,6849,0.06669579446315765,
19,6899,0.04707922041416168,
19,6949,0.10286980122327805,
19,6999,0.056139566004276276,
19,7039,,0.09266872704029083
