epoch,step,train_loss,val_loss
0,49,0.6261217594146729,
0,99,0.3993961811065674,
0,149,0.2864038050174713,
0,199,0.3203253149986267,
0,249,0.2559984624385834,
0,299,0.203420490026474,
0,349,0.28706610202789307,
0,351,,0.3381781578063965
1,399,0.27718546986579895,
1,449,0.2913318872451782,
1,499,0.24967613816261292,
1,549,0.2071554958820343,
1,599,0.28853827714920044,
1,649,0.23225942254066467,
1,699,0.17869850993156433,
1,703,,0.18300296366214752
2,749,0.1283680647611618,
2,799,0.16533979773521423,
2,849,0.3255677819252014,
2,899,0.20565560460090637,
2,949,0.15865816175937653,
2,999,0.1580890417098999,
2,1049,0.1893841028213501,
2,1055,,0.18582002818584442
3,1099,0.15616844594478607,
3,1149,0.18153232336044312,
3,1199,0.15703651309013367,
3,1249,0.09652216732501984,
3,1299,0.2998482584953308,
3,1349,0.2214074432849884,
3,1399,0.17357999086380005,
3,1407,,0.17197512090206146
4,1449,0.1336515247821808,
4,1499,0.16028724610805511,
4,1549,0.203635573387146,
4,1599,0.10982605814933777,
4,1649,0.16074684262275696,
4,1699,0.13642776012420654,
4,1749,0.1663789302110672,
4,1759,,0.12991471588611603
5,1799,0.12077967822551727,
5,1849,0.10315550118684769,
5,1899,0.12372025102376938,
5,1949,0.1582336723804474,
5,1999,0.15068377554416656,
5,2049,0.13085882365703583,
5,2099,0.0744890421628952,
5,2111,,0.11376982182264328
6,2149,0.13544148206710815,
6,2199,0.14106447994709015,
6,2249,0.09009252488613129,
6,2299,0.09443499892950058,
6,2349,0.17516273260116577,
6,2399,0.11989741027355194,
6,2449,0.07195166498422623,
6,2463,,0.09553699940443039
7,2499,0.1548032909631729,
7,2549,0.11468306183815002,
7,2599,0.09947162866592407,
7,2649,0.09039532393217087,
7,2699,0.13113826513290405,
7,2749,0.16646552085876465,
7,2799,0.10060738027095795,
7,2815,,0.11139132082462311
8,2849,0.1520155966281891,
8,2899,0.08010803908109665,
8,2949,0.08060496300458908,
8,2999,0.07519122958183289,
8,3049,0.10176807641983032,
8,3099,0.15189293026924133,
8,3149,0.05878577381372452,
8,3167,,0.08252643793821335
9,3199,0.10518330335617065,
9,3249,0.1471567451953888,
9,3299,0.07735157757997513,
9,3349,0.0642893835902214,
9,3399,0.08410152047872543,
9,3449,0.08820562064647675,
9,3499,0.13643479347229004,
9,3519,,0.0734277069568634
10,3549,0.05984072387218475,
10,3599,0.11312374472618103,
10,3649,0.07900968194007874,
10,3699,0.11229860782623291,
10,3749,0.10828651487827301,
10,3799,0.08464933931827545,
10,3849,0.05012739449739456,
10,3871,,0.06469456851482391
11,3899,0.07710256427526474,
11,3949,0.04633179306983948,
11,3999,0.10280899703502655,
11,4049,0.07375562191009521,
11,4099,0.07417477667331696,
11,4149,0.08044992387294769,
11,4199,0.06028855964541435,
11,4223,,0.15646883845329285
12,4249,0.10648554563522339,
12,4299,0.045876502990722656,
12,4349,0.09576086699962616,
12,4399,0.04707067459821701,
12,4449,0.05079449713230133,
12,4499,0.018738599494099617,
12,4549,0.0966036319732666,
12,4575,,0.053735945373773575
13,4599,0.07271996140480042,
13,4649,0.040877021849155426,
13,4699,0.07372546195983887,
13,4749,0.04827616363763809,
13,4799,0.13611072301864624,
13,4849,0.053697314113378525,
13,4899,0.10279633849859238,
13,4927,,0.06956776976585388
14,4949,0.08177909255027771,
14,4999,0.07158564776182175,
14,5049,0.06697320938110352,
14,5099,0.06587807089090347,
14,5149,0.10025369375944138,
14,5199,0.05888013914227486,
14,5249,0.03242936730384827,
14,5279,,0.053799595683813095
15,5299,0.03948491811752319,
15,5349,0.14026153087615967,
15,5399,0.07131798565387726,
15,5449,0.05216991901397705,
15,5499,0.047480471432209015,
15,5549,0.03708595409989357,
15,5599,0.10203590989112854,
15,5631,,0.06195424869656563
16,5649,0.05707423388957977,
16,5699,0.03968203812837601,
16,5749,0.06930990517139435,
16,5799,0.027544286102056503,
16,5849,0.07018763571977615,
16,5899,0.09193743020296097,
16,5949,0.06740608811378479,
16,5983,,0.057495176792144775
17,5999,0.05575205385684967,
17,6049,0.07038313150405884,
17,6099,0.07957903295755386,
17,6149,0.04980176314711571,
17,6199,0.05437295138835907,
17,6249,0.06986433267593384,
17,6299,0.04466448724269867,
17,6335,,0.05427740514278412
18,6349,0.014004875905811787,
18,6399,0.06610100716352463,
18,6449,0.0663260668516159,
18,6499,0.06468763202428818,
18,6549,0.12127837538719177,
18,6599,0.04788628965616226,
18,6649,0.0405808761715889,
18,6687,,0.045726221054792404
19,6699,0.05219174548983574,
19,6749,0.06475632637739182,
19,6799,0.07049672305583954,
19,6849,0.07715654373168945,
19,6899,0.0593409538269043,
19,6949,0.09889383614063263,
19,6999,0.047726262360811234,
19,7039,,0.05178513750433922
